bin	chr	sta1	end1	len1
791	1	38319370.5	38319474	103.5
792	1	38319474	38387568	68094
793	1	38387568	38639886.5	252318.5
794	1	38639886.5	38789942.5	150056
795	1	38789942.5	38792598.5	2656
796	1	38792598.5	38798039	5440.5
797	1	38798039	38798094.5	55.5
798	1	38798094.5	38929488	131393.5
799	1	38929488	39062637	133149
800	1	39062637	39120075.5	57438.5
801	1	39120075.5	39120187	111.5
802	1	39120187	39234243	114056
803	1	39234243	39407210	172967
804	1	39407210	39411768	4558
805	1	39411768	39574526.5	162758.5
806	1	39574526.5	39574592	65.5
807	1	39574592	39650331.5	75739.5
808	1	39650331.5	39650586	254.5
809	1	39650586	39650768	182
810	1	39650768	39650777	9
811	1	39650777	39651346	569
812	1	39651346	39651388	42
813	1	39651388	39655613.5	4225.5
814	1	39655613.5	39739861.5	84248
815	1	39739861.5	39767395	27533.5
816	1	39767395	39853575.5	86180.5
817	1	39853575.5	39855291.5	1716
818	1	39855291.5	39855307.5	16
819	1	39855307.5	39855357.5	50
820	1	39855357.5	40004610.5	149253
821	1	40004610.5	40004681.5	71
822	1	40004681.5	40004760.5	79
823	1	40004760.5	40060610.5	55850
824	1	40060610.5	40060629	18.5
825	1	40060629	40127274.5	66645.5
826	1	40127274.5	40127447.5	173
827	1	40127447.5	40127493.5	46
828	1	40127493.5	40127590	96.5
829	1	40127590	40129211.5	1621.5
830	1	40129211.5	40130578	1366.5
831	1	40130578	40158365	27787
832	1	40158365	40158639	274
833	1	40158639	40169609	10970
834	1	40169609	40202616	33007
835	1	40202616	40227340.5	24724.5
836	1	40227340.5	40228793.5	1453
837	1	40228793.5	40228811	17.5
838	1	40228811	40443162.5	214351.5
839	1	40443162.5	40443491.5	329
840	1	40443491.5	40511093	67601.5
841	1	40511093	40511278	185
842	1	40511278	40513602.5	2324.5
843	1	40513602.5	40530765.5	17163
844	1	40530765.5	40564808	34042.5
845	1	40564808	40579311	14503
846	1	40579311	40579355.5	44.5
847	1	40579355.5	40596243	16887.5
848	1	40596243	40632130	35887
849	1	40632130	40652526.5	20396.5
850	1	40652526.5	40656893	4366.5
851	1	40656893	40656926.5	33.5
852	1	40656926.5	40657281	354.5
853	1	40657281	40657289.5	8.5
854	1	40657289.5	40819882	162592.5
855	1	40819882	40883956	64074
856	1	40883956	40884324	368
857	1	40884324	40899551.5	15227.5
858	1	40899551.5	41080619	181067.5
859	1	41080619	41243329.5	162710.5
860	1	41243329.5	41455744.5	212415
861	1	41455744.5	41519279.5	63535
862	1	41519279.5	41811037.5	291758
863	1	41811037.5	41849840.5	38803
864	1	41849840.5	41850397	556.5
865	1	41850397	41851048	651
866	1	41851048	41852079	1031
867	1	41852079	41852170	91
868	1	41852170	41853256	1086
869	1	41853256	41877789	24533
870	1	41877789	41914865	37076
871	1	41914865	41961190	46325
872	1	41961190	42020991.5	59801.5
873	1	42020991.5	42021070.5	79
874	1	42021070.5	42021527.5	457
875	1	42021527.5	42023258	1730.5
876	1	42023258	42024545	1287
877	1	42024545	42166391	141846
878	1	42166391	42170009	3618
879	1	42170009	42183833.5	13824.5
880	1	42183833.5	42184528	694.5
881	1	42184528	42185286	758
882	1	42185286	42185374.5	88.5
883	1	42185374.5	42185515	140.5
884	1	42185515	42185732	217
885	1	42185732	42202259.5	16527.5
886	1	42202259.5	42356227	153967.5
887	1	42356227	42494104	137877
888	1	42494104	42494445.5	341.5
889	1	42494445.5	42710818.5	216373
890	1	42710818.5	43009276.5	298458
891	1	43009276.5	43091693.5	82417
892	1	43091693.5	43112909	21215.5
893	1	43112909	43144997	32088
894	1	43144997	43357517	212520
895	1	43357517	43371554	14037
896	1	43371554	43380400.5	8846.5
897	1	43380400.5	43380532	131.5
898	1	43380532	43381502	970
899	1	43381502	43381636.5	134.5
900	1	43381636.5	43382859.5	1223
901	1	43382859.5	43382976	116.5
902	1	43382976	43383025	49
903	1	43383025	43395734.5	12709.5
904	1	43395734.5	43403772	8037.5
905	1	43403772	43403996	224
906	1	43403996	43404744	748
907	1	43404744	43424814.5	20070.5
908	1	43424814.5	43424956	141.5
909	1	43424956	43424972.5	16.5
910	1	43424972.5	43462065.5	37093
911	1	43462065.5	43512738.5	50673
912	1	43512738.5	43534243.5	21505
913	1	43534243.5	43556899	22655.5
914	1	43556899	43620610	63711
915	1	43620610	43683854	63244
916	1	43683854	43710078	26224
917	1	43710078	43758737	48659
918	1	43758737	43767258	8521
919	1	43767258	43792051.5	24793.5
920	1	43792051.5	43864538	72486.5
921	1	43864538	43866954	2416
922	1	43866954	44071133.5	204179.5
923	1	44071133.5	44169981	98847.5
924	1	44169981	44169991	10
925	1	44169991	44170031	40
926	1	44170031	44170090.5	59.5
927	1	44170090.5	44332878	162787.5
928	1	44332878	44332977.5	99.5
929	1	44332977.5	44333838	860.5
930	1	44333838	44354848.5	21010.5
931	1	44354848.5	44368615	13766.5
932	1	44368615	44440503	71888
933	1	44440503	44469815.5	29312.5
934	1	44469815.5	44470155	339.5
935	1	44470155	44475912.5	5757.5
936	1	44475912.5	44537536	61623.5
937	1	44537536	44537989	453
938	1	44537989	44550150.5	12161.5
939	1	44550150.5	44550360	209.5
940	1	44550360	44550760.5	400.5
941	1	44550760.5	44564035	13274.5
942	1	44564035	44575852.5	11817.5
943	1	44575852.5	44592966.5	17114
944	1	44592966.5	44610155.5	17189
945	1	44610155.5	44610167.5	12
946	1	44610167.5	44610214	46.5
947	1	44610214	44610289.5	75.5
948	1	44610289.5	44693840	83550.5
949	1	44693840	44836572	142732
950	1	44836572	44968692	132120
951	1	44968692	45104805.5	136113.5
952	1	45104805.5	45112411	7605.5
953	1	45112411	45114597	2186
954	1	45114597	45132740.5	18143.5
955	1	45132740.5	45133905	1164.5
956	1	45133905	45199620.5	65715.5
957	1	45199620.5	45206018.5	6398
958	1	45206018.5	45312076.5	106058
959	1	45312076.5	45400961.5	88885
960	1	45400961.5	45409152	8190.5
961	1	45409152	45442093.5	32941.5
962	1	45442093.5	45446104.5	4011
963	1	45446104.5	45481176.5	35072
964	1	45481176.5	45481337	160.5
965	1	45481337	45694915.5	213578.5
966	1	45694915.5	45794564.5	99649
967	1	45794564.5	45802312	7747.5
968	1	45802312	45818949	16637
969	1	45818949	45853070.5	34121.5
970	1	45853070.5	45873698.5	20628
971	1	45873698.5	45891010.5	17312
972	1	45891010.5	45908456	17445.5
973	1	45908456	45908600.5	144.5
974	1	45908600.5	45921727	13126.5
975	1	45921727	45935258	13531
976	1	45935258	45949513.5	14255.5
977	1	45949513.5	45955192.5	5679
978	1	45955192.5	45955282.5	90
979	1	45955282.5	46246147	290864.5
980	1	46246147	46557843	311696
981	1	46557843	46580589.5	22746.5
982	1	46580589.5	46580884	294.5
983	1	46580884	46629410.5	48526.5
984	1	46629410.5	46746973	117562.5
985	1	46746973	46898958.5	151985.5
986	1	46898958.5	47139134.5	240176
987	1	47139134.5	47217581	78446.5
988	1	47217581	47295740.5	78159.5
989	1	47295740.5	47295819.5	79
990	1	47295819.5	47295982.5	163
991	1	47295982.5	47307724	11741.5
992	1	47307724	47308034.5	310.5
993	1	47308034.5	47314925.5	6891
994	1	47314925.5	47315749	823.5
995	1	47315749	47444892.5	129143.5
996	1	47444892.5	47482349	37456.5
997	1	47482349	47516132.5	33783.5
998	1	47516132.5	47610549	94416.5
999	1	47610549	47677657.5	67108.5
1000	1	47677657.5	47830341.5	152684
1001	1	47830341.5	47909225.5	78884
1002	1	47909225.5	47996612.5	87387
1003	1	47996612.5	48102306.5	105694
1004	1	48102306.5	48414880	312573.5
1005	1	48414880	48604638	189758
1006	1	48604638	48921503.5	316865.5
1007	1	48921503.5	48924035	2531.5
1008	1	48924035	48924390.5	355.5
1009	1	48924390.5	48953104.5	28714
1010	1	48953104.5	49366984	413879.5
1011	1	49366984	49645101.5	278117.5
1012	1	49645101.5	49790077.5	144976
1013	1	49790077.5	49813906.5	23829
1014	1	49813906.5	49818086.5	4180
1015	1	49818086.5	49854565.5	36479
1016	1	49854565.5	49854591	25.5
1017	1	49854591	49854629	38
1018	1	49854629	49854978.5	349.5
1019	1	49854978.5	49856456.5	1478
1020	1	49856456.5	50049050	192593.5
1021	1	50049050	50075482	26432
1022	1	50075482	50339969.5	264487.5
1023	1	50339969.5	50630493.5	290524
1024	1	50630493.5	50709353.5	78860
1025	1	50709353.5	50896786.5	187433
1026	1	50896786.5	51288021.5	391235
1027	1	51288021.5	51288251	229.5
1028	1	51288251	51318363.5	30112.5
1029	1	51318363.5	51318902.5	539
1030	1	51318902.5	51538997.5	220095
1031	1	51538997.5	51757106	218108.5
1032	1	51757106	51757455.5	349.5
1033	1	51757455.5	51910086.5	152631
1034	1	51910086.5	51910401	314.5
1035	1	51910401	51910502	101
1036	1	51910502	51994668.5	84166.5
1037	1	51994668.5	52079119.5	84451
1038	1	52079119.5	52161610.5	82491
1039	1	52161610.5	52161642.5	32
1040	1	52161642.5	52207987.5	46345
1041	1	52207987.5	52222739.5	14752
1042	1	52222739.5	52222960.5	221
1043	1	52222960.5	52251822.5	28862
1044	1	52251822.5	52259744	7921.5
1045	1	52259744	52265752	6008
1046	1	52265752	52346536.5	80784.5
1047	1	52346536.5	52393086	46549.5
1048	1	52393086	52393435.5	349.5
1049	1	52393435.5	52459018	65582.5
1050	1	52459018	52630313	171295
1051	1	52630313	52630332.5	19.5
1052	1	52630332.5	52632207.5	1875
1053	1	52632207.5	52636242.5	4035
1054	1	52636242.5	52636937	694.5
1055	1	52636937	52637065.5	128.5
1056	1	52637065.5	52637195	129.5
1057	1	52637195	52637291	96
1058	1	52637291	52637426.5	135.5
1059	1	52637426.5	52637615.5	189
1060	1	52637615.5	52771311.5	133696
1061	1	52771311.5	52783957.5	12646
1062	1	52783957.5	52862513.5	78556
1063	1	52862513.5	52862536	22.5
1064	1	52862536	53074049.5	211513.5
1065	1	53074049.5	53082105.5	8056
1066	1	53082105.5	53084296	2190.5
1067	1	53084296	53114835.5	30539.5
1068	1	53114835.5	53125434.5	10599
1069	1	53125434.5	53148857.5	23423
1070	1	53148857.5	53336829.5	187972
1071	1	53336829.5	53336899.5	70
1072	1	53336899.5	53373358.5	36459
1073	1	53373358.5	53401776	28417.5
1074	1	53401776	53401910.5	134.5
1075	1	53401910.5	53409371.5	7461
1076	1	53409371.5	53416768.5	7397
1077	1	53416768.5	53619824	203055.5
1078	1	53619824	53993329	373505
1079	1	53993329	53994884	1555
1080	1	53994884	54001572	6688
1081	1	54001572	54001604	32
1082	1	54001604	54188884.5	187280.5
1083	1	54188884.5	54268348	79463.5
1084	1	54268348	54271632	3284
1085	1	54271632	54304169.5	32537.5
1086	1	54304169.5	54465535.5	161366
1087	1	54465535.5	54665953	200417.5
1088	1	54665953	55306818	640865
1089	1	55306818	55371426	64608
1090	1	55371426	55448503	77077
1091	1	55448503	55448788	285
1092	1	55448788	55449446	658
1093	1	55449446	55481723	32277
1094	1	55481723	55520674	38951
1095	1	55520674	55531783.5	11109.5
1096	1	55531783.5	55751829	220045.5
1097	1	55751829	55824269.5	72440.5
1098	1	55824269.5	55826152	1882.5
1099	1	55826152	55827511	1359
1100	1	55827511	55827777	266
1101	1	55827777	56033621	205844
1102	1	56033621	56043742	10121
1103	1	56043742	56072609.5	28867.5
1104	1	56072609.5	56133806.5	61197
1105	1	56133806.5	56322114.5	188308
1106	1	56322114.5	56470533.5	148419
1107	1	56470533.5	56562027.5	91494
1108	1	56562027.5	56562056.5	29
1109	1	56562056.5	56564707.5	2651
1110	1	56564707.5	56567634.5	2927
1111	1	56567634.5	56568394.5	760
1112	1	56568394.5	56621775.5	53381
1113	1	56621775.5	56712547.5	90772
1114	1	56712547.5	56887581.5	175034
1115	1	56887581.5	57560177.5	672596
1116	1	57560177.5	58022724	462546.5
1117	1	58022724	58042963	20239
1118	1	58042963	58052811	9848
1119	1	58052811	58303906	251095
1120	1	58303906	58443908	140002
1121	1	58443908	58444263	355
1122	1	58444263	58582096.5	137833.5
1123	1	58582096.5	58806692.5	224596
1124	1	58806692.5	58827494.5	20802
1125	1	58827494.5	58866355.5	38861
1126	1	58866355.5	59053335	186979.5
1127	1	59053335	59091370.5	38035.5
1128	1	59091370.5	59091418	47.5
1129	1	59091418	59181566	90148
1130	1	59181566	59467034	285468
1131	1	59467034	59509368	42334
1132	1	59509368	59509456.5	88.5
1133	1	59509456.5	59674178.5	164722
1134	1	59674178.5	59764767.5	90589
1135	1	59764767.5	59765170.5	403
1136	1	59765170.5	59765193	22.5
1137	1	59765193	59765217	24
1138	1	59765217	59833631	68414
1139	1	59833631	59909039.5	75408.5
1140	1	59909039.5	59927974.5	18935
1141	1	59927974.5	59946903	18928.5
1142	1	59946903	60027197.5	80294.5
1143	1	60027197.5	60045064	17866.5
1144	1	60045064	60045250.5	186.5
1145	1	60045250.5	60148685.5	103435
1146	1	60148685.5	60264702.5	116017
1147	1	60264702.5	60331928.5	67226
1148	1	60331928.5	60399570.5	67642
1149	1	60399570.5	60775818.5	376248
1150	1	60775818.5	60775853.5	35
1151	1	60775853.5	60775888	34.5
1152	1	60775888	60775925.5	37.5
1153	1	60775925.5	60865927	90001.5
1154	1	60865927	60865990.5	63.5
1155	1	60865990.5	60866063.5	73
1156	1	60866063.5	60871517	5453.5
1157	1	60871517	60874333	2816
1158	1	60874333	61144482	270149
1159	1	61144482	61619692	475210
1160	1	61619692	61619732	40
1161	1	61619732	61823845	204113
1162	1	61823845	61876460.5	52615.5
1163	1	61876460.5	62334802	458341.5
1164	1	62334802	62341255.5	6453.5
1165	1	62341255.5	62345003.5	3748
1166	1	62345003.5	62436411	91407.5
1167	1	62436411	62436447	36
1168	1	62436447	62442666.5	6219.5
1169	1	62442666.5	62442828	161.5
1170	1	62442828	62443086.5	258.5
1171	1	62443086.5	62443155	68.5
1172	1	62443155	62446060.5	2905.5
1173	1	62446060.5	62498312	52251.5
1174	1	62498312	62498905.5	593.5
1175	1	62498905.5	62890372.5	391467
1176	1	62890372.5	62897352	6979.5
1177	1	62897352	62897540.5	188.5
1178	1	62897540.5	62900261.5	2721
1179	1	62900261.5	63218084.5	317823
1180	1	63218084.5	63304636.5	86552
1181	1	63304636.5	63330024	25387.5
1182	1	63330024	63331425	1401
1183	1	63331425	63432475.5	101050.5
1184	1	63432475.5	63511073	78597.5
1185	1	63511073	63512944	1871
1186	1	63512944	63533450	20506
1187	1	63533450	63954306	420856
1188	1	63954306	64012890	58584
1189	1	64012890	64015888	2998
1190	1	64015888	64018947	3059
1191	1	64018947	64169695	150748
1192	1	64169695	64266271	96576
1193	1	64266271	64266642.5	371.5
1194	1	64266642.5	64312255.5	45613
1195	1	64312255.5	64334954	22698.5
1196	1	64334954	64402143.5	67189.5
1197	1	64402143.5	64547867	145723.5
1198	1	64547867	64550347.5	2480.5
1199	1	64550347.5	64550398	50.5
1200	1	64550398	64576794	26396
1201	1	64576794	64603293	26499
1202	1	64603293	64607066.5	3773.5
1203	1	64607066.5	64627220.5	20154
1204	1	64627220.5	64790875.5	163655
1205	1	64790875.5	64944254.5	153379
1206	1	64944254.5	64944297	42.5
1207	1	64944297	65052099	107802
1208	1	65052099	65071972	19873
1209	1	65071972	65242849	170877
1210	1	65242849	65268127.5	25278.5
1211	1	65268127.5	65350697.5	82570
1212	1	65350697.5	65423567	72869.5
1213	1	65423567	65426922	3355
1214	1	65426922	65427071	149
1215	1	65427071	65427579.5	508.5
1216	1	65427579.5	65464618	37038.5
1217	1	65464618	65646158	181540
1218	1	65646158	65736409	90251
1219	1	65736409	65782620.5	46211.5
1220	1	65782620.5	65824388.5	41768
1221	1	65824388.5	66177177	352788.5
1222	1	66177177	66178603.5	1426.5
1223	1	66178603.5	66178643.5	40
1224	1	66178643.5	66345640.5	166997
1225	1	66345640.5	66387391	41750.5
1226	1	66387391	66395904	8513
1227	1	66395904	66400689.5	4785.5
1228	1	66400689.5	66454545	53855.5
1229	1	66454545	66503893	49348
1230	1	66503893	66505009.5	1116.5
1231	1	66505009.5	66529682.5	24673
1232	1	66529682.5	66554543.5	24861
1233	1	66554543.5	66567693.5	13150
1234	1	66567693.5	66576309	8615.5
1235	1	66576309	66802878.5	226569.5
1236	1	66802878.5	66803794	915.5
1237	1	66803794	66803896	102
1238	1	66803896	66956414.5	152518.5
1239	1	66956414.5	66956863.5	449
1240	1	66956863.5	67150907.5	194044
1241	1	67150907.5	67257337.5	106430
1242	1	67257337.5	67532770	275432.5
1243	1	67532770	67534533.5	1763.5
1244	1	67534533.5	67694391.5	159858
1245	1	67694391.5	67735201.5	40810
1246	1	67735201.5	68004526.5	269325
1247	1	68004526.5	69062638	1058111.5
1248	1	69062638	69107629	44991
1249	1	69107629	69404820	297191
1250	1	69404820	69551646.5	146826.5
1251	1	69551646.5	69706294.5	154648
1252	1	69706294.5	69834167.5	127873
1253	1	69834167.5	69834339	171.5
1254	1	69834339	69860195	25856
1255	1	69860195	69890877	30682
1256	1	69890877	69978795	87918
1257	1	69978795	70068477	89682
1258	1	70068477	70069310	833
1259	1	70069310	70100949	31639
1260	1	70100949	70138529.5	37580.5
1261	1	70138529.5	70154213.5	15684
1262	1	70154213.5	70161076	6862.5
1263	1	70161076	70166517	5441
1264	1	70166517	70212988	46471
1265	1	70212988	70254435.5	41447.5
1266	1	70254435.5	70256942.5	2507
1267	1	70256942.5	70258322.5	1380
1268	1	70258322.5	70347572	89249.5
1269	1	70347572	70532956	185384
1270	1	70532956	70592009	59053
1271	1	70592009	70601478	9469
1272	1	70601478	70725876	124398
1273	1	70725876	70726557	681
1274	1	70726557	70738488	11931
1275	1	70738488	70848201	109713
1276	1	70848201	70855852.5	7651.5
1277	1	70855852.5	70961728.5	105876
1278	1	70961728.5	71071233.5	109505
1279	1	71071233.5	71243537.5	172304
1280	1	71243537.5	71341058.5	97521
1281	1	71341058.5	71341580.5	522
1282	1	71341580.5	71342022	441.5
1283	1	71342022	71582819.5	240797.5
1284	1	71582819.5	71589074.5	6255
1285	1	71589074.5	71596876.5	7802
1286	1	71596876.5	71596997.5	121
1287	1	71596997.5	71597121.5	124
1288	1	71597121.5	71611585	14463.5
1289	1	71611585	71613900	2315
1290	1	71613900	71994806	380906
1291	1	71994806	72143065	148259
1292	1	72143065	72233459	90394
1293	1	72233459	72234381	922
1294	1	72234381	72234447	66
1295	1	72234447	72237948	3501
1296	1	72237948	72241511.5	3563.5
1297	1	72241511.5	72241767	255.5
1298	1	72241767	72366338	124571
1299	1	72366338	72492206.5	125868.5
1300	1	72492206.5	72492336.5	130
1301	1	72492336.5	72537007.5	44671
1302	1	72537007.5	72670339.5	133332
1303	1	72670339.5	72837846	167506.5
1304	1	72837846	72848973.5	11127.5
1305	1	72848973.5	72959938	110964.5
1306	1	72959938	73345638.5	385700.5
1307	1	73345638.5	73345647	8.5
1308	1	73345647	73495514	149867
1309	1	73495514	73697044	201530
1310	1	73697044	73703368	6324
1311	1	73703368	73742423	39055
1312	1	73742423	73879506	137083
1313	1	73879506	73925371.5	45865.5
1314	1	73925371.5	73925630	258.5
1315	1	73925630	74517242.5	591612.5
1316	1	74517242.5	74614103.5	96861
1317	1	74614103.5	74617827.5	3724
1318	1	74617827.5	74618642	814.5
1319	1	74618642	74618689	47
1320	1	74618689	74636656	17967
1321	1	74636656	74638115	1459
1322	1	74638115	74641952	3837
1323	1	74641952	74710481.5	68529.5
1324	1	74710481.5	74713332	2850.5
1325	1	74713332	74733029.5	19697.5
1326	1	74733029.5	74733097.5	68
1327	1	74733097.5	74754507.5	21410
1328	1	74754507.5	75410518.5	656011
1329	1	75410518.5	75410566	47.5
1330	1	75410566	75410730	164
1331	1	75410730	75421793	11063
1332	1	75421793	75461857.5	40064.5
1333	1	75461857.5	75462834	976.5
1334	1	75462834	75463833.5	999.5
1335	1	75463833.5	75467121	3287.5
1336	1	75467121	75546389.5	79268.5
1337	1	75546389.5	75638817.5	92428
1338	1	75638817.5	75648279	9461.5
1339	1	75648279	75651527.5	3248.5
1340	1	75651527.5	75775033	123505.5
1341	1	75775033	75779453.5	4420.5
1342	1	75779453.5	75789058.5	9605
1343	1	75789058.5	75868777	79718.5
1344	1	75868777	75922777	54000
1345	1	75922777	75948250	25473
1346	1	75948250	76010434.5	62184.5
1347	1	76010434.5	76174414	163979.5
1348	1	76174414	76246424.5	72010.5
1349	1	76246424.5	76284368	37943.5
1350	1	76284368	76754534	470166
1351	1	76754534	76889462	134928
1352	1	76889462	76891148.5	1686.5
1353	1	76891148.5	76902851.5	11703
1354	1	76902851.5	77227023.5	324172
1355	1	77227023.5	77261465.5	34442
1356	1	77261465.5	77413178	151712.5
1357	1	77413178	77423786.5	10608.5
1358	1	77423786.5	77438239	14452.5
1359	1	77438239	77457435.5	19196.5
1360	1	77457435.5	77498531	41095.5
1361	1	77498531	77527373	28842
1362	1	77527373	77556386	29013
1363	1	77556386	77697188.5	140802.5
1364	1	77697188.5	77811255.5	114067
1365	1	77811255.5	77853138	41882.5
1366	1	77853138	77859018.5	5880.5
1367	1	77859018.5	77964189.5	105171
1368	1	77964189.5	78063714.5	99525
1369	1	78063714.5	78063847	132.5
1370	1	78063847	78063934	87
1371	1	78063934	78144969	81035
1372	1	78144969	78423032	278063
1373	1	78423032	78657495.5	234463.5
1374	1	78657495.5	78658782.5	1287
1375	1	78658782.5	79246049.5	587267
1376	1	79246049.5	79308812	62762.5
1377	1	79308812	79308838	26
1378	1	79308838	79391859	83021
1379	1	79391859	79584456.5	192597.5
1380	1	79584456.5	80080210	495753.5
1381	1	80080210	80080237.5	27.5
1382	1	80080237.5	80089890.5	9653
1383	1	80089890.5	80177631	87740.5
1384	1	80177631	80511513.5	333882.5
1385	1	80511513.5	80511588.5	75
1386	1	80511588.5	80511737.5	149
1387	1	80511737.5	80705727.5	193990
1388	1	80705727.5	80779710.5	73983
1389	1	80779710.5	80780934	1223.5
1390	1	80780934	80925074	144140
1391	1	80925074	80978027.5	52953.5
1392	1	80978027.5	81102803	124775.5
1393	1	81102803	81120731	17928
1394	1	81120731	81120743.5	12.5
1395	1	81120743.5	81522486	401742.5
1396	1	81522486	81609170.5	86684.5
1397	1	81609170.5	82019256	410085.5
1398	1	82019256	82019415.5	159.5
